Record ID,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30
6.34408E+17,1,2,2,0,-1,0,1,0,1,,1,1,1,1,2,2,2,2,1,2,2,2,2,0,1,1,0,2,0,1
6.34411E+17,1,0,0,-2,0,-2,0,0,1,0,0,0,0,0,1,-1,0,1,1,-1,-1,-1,-2,0,0,-1,1,-1,0,0
6.34413E+17,0,0,-1,-1,0,0,-1,0,0,-1,-2,-2,0,-1,1,1,1,1,0,-1,-1,-1,0,1,-1,0,1,1,-1,-1
6.34414E+17,2,2,2,2,2,2,2,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1
6.34418E+17,1,-2,-2,0,0,1,-2,-2,0,0,0,0,0,-2,1,-1,-2,0,,-2,-2,-2,-2,1,1,0,0,0,-2,-2
6.34418E+17,0,1,1,-1,-2,-2,-2,-2,0,-1,-2,-2,0,-2,2,1,1,1,-1,-1,-1,1,1,-2,-2,-2,1,1,-1,-1
6.3442E+17,-2,0,1,0,-2,-1,-1,-1,-1,-1,0,0,0,-2,1,1,0,2,-1,-1,-1,-1,1,2,1,-1,0,1,-1,-1
6.3442E+17,2,2,2,2,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
6.34421E+17,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.34423E+17,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.34425E+17,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,-1
6.34426E+17,-1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.3443E+17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.3443E+17,1,0,1,0,-1,1,1,1,1,1,0,0,0,1,1,-2,1,-1,1,-2,-2,-2,-2,2,2,1,1,0,1,1
6.34432E+17,1,2,2,2,-2,-2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,0,2,2
6.34436E+17,1,1,1,0,0,1,1,1,1,0,0,1,0,1,2,-2,0,1,1,-1,0,1,0,2,1,1,-2,1,1,1
6.34439E+17,1,-1,-1,1,-1,-1,-1,-1,1,-2,0,0,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,0,-1,-1,0,0
6.34444E+17,-1,1,1,-1,-2,-2,0,-2,-1,-2,-2,-2,-1,0,0,1,1,0,-2,0,0,0,1,1,1,0,-1,-1,-1,-2
6.34445E+17,1,-2,-2,0,-1,0,1,1,0,-1,-1,0,1,0,2,1,2,-1,1,1,1,1,0,0,1,-1,1,-2,-1,-1
6.34447E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34451E+17,1,2,1,1,1,1,2,1,1,1,1,1,0,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1
6.34454E+17,0,1,0,-1,0,0,1,0,1,1,0,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
6.34454E+17,1,0,0,-1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,2,1,-2,1,1
6.34455E+17,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1
6.34456E+17,0,-1,0,0,0,0,1,-1,0,-1,-1,-1,0,0,1,1,1,0,-1,1,1,1,1,-1,-2,-1,1,0,0,-1
6.34457E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34461E+17,-2,-2,-2,-1,-1,-2,0,0,0,-1,-1,-1,-2,2,2,0,0,0,0,2,2,2,2,1,1,2,0,1,2,2
6.34461E+17,-1,-1,-1,0,-1,-1,-1,-1,-1,-2,-2,-2,-2,2,1,-1,0,0,-1,-1,-1,-1,-1,1,1,-2,1,1,2,2
6.34463E+17,2,2,2,0,-1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,2,2,2,2,1,2,2,2
6.34465E+17,0,0,-2,-2,1,0,0,1,1,1,0,0,0,1,1,-2,-1,1,1,-2,-2,-2,-2,1,1,1,1,1,1,1
6.34466E+17,2,2,1,0,1,1,1,2,1,1,2,2,0,2,2,2,2,2,2,2,2,2,2,0,0,1,1,0,2,1
6.34466E+17,1,1,2,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.34466E+17,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1
6.34468E+17,-1,0,-1,-1,-2,-1,0,0,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1
6.34468E+17,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,0,1,2,2,0,1,0,1,1
6.34468E+17,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
6.34469E+17,1,0,1,0,-1,1,1,1,1,1,1,1,1,0,1,2,2,1,2,1,1,1,2,1,1,1,1,1,0,1
6.34472E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34474E+17,1,1,1,1,0,0,1,1,1,0,0,0,1,1,2,0,1,1,1,0,0,1,0,2,1,1,2,1,1,1
6.34475E+17,-1,0,1,0,0,-1,0,0,1,-2,0,0,0,0,2,1,1,1,2,1,1,1,1,1,1,1,1,-1,1,1
6.34475E+17,-2,1,-1,-2,1,-2,-1,-2,1,-2,-1,-2,1,-2,2,1,0,2,1,-2,-2,-2,1,-1,0,-2,1,1,1,-2
6.3448E+17,0,-1,1,-2,-2,-2,-1,-1,-1,0,-2,-2,-2,2,2,2,2,2,2,0,0,0,2,2,2,2,0,-2,2,2
6.34481E+17,1,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,2,2,2,2,2,2,-2,-2,-2,-2,-2,-2,-1,-2,2,2
6.34484E+17,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
6.34485E+17,1,1,1,-2,-2,-2,1,1,1,-1,1,1,1,1,2,1,1,2,1,,1,1,1,1,1,1,1,1,1,1
6.34487E+17,,1,1,,-1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
6.34492E+17,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,2,1,1,1
6.34492E+17,1,0,0,0,1,1,1,1,0,-2,0,0,0,1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,2,1,1,0,-2,-2
6.34492E+17,2,0,0,0,1,1,1,1,0,1,0,0,0,2,2,1,0,1,1,-1,-1,-1,1,2,2,0,1,1,1,1
6.34496E+17,1,2,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,2,0,1,1,1
6.34497E+17,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,-1,2,1,1,1,1,-1,-1,-1,-1,1,1,-1,1,1,2,-1
6.34497E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34498E+17,-1,1,1,0,-1,-1,1,0,0,-1,-2,-2,0,1,0,0,2,1,0,1,1,1,0,2,-2,2,-1,0,0,0
6.34498E+17,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,-1,-1,0,1,1,2,2
6.34498E+17,2,2,2,0,2,0,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,0,2,1,2,1,2,2
6.34499E+17,1,1,1,1,-2,1,1,1,0,0,1,0,1,1,1,1,1,1,1,-1,-1,-1,1,1,0,1,0,0,1,1
6.34509E+17,1,1,1,0,0,1,2,1,-1,0,0,0,0,1,2,0,1,1,1,-1,-1,1,1,1,1,1,1,1,0,1
6.3451E+17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,2,2,0,2,2
6.34516E+17,-2,-1,0,2,2,-2,-2,-1,-2,-2,-2,-2,-2,-1,1,1,-1,0,1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-2,-2
6.34517E+17,0,0,1,-1,0,0,1,1,0,0,0,0,1,2,2,-1,0,1,2,-1,-1,-1,-1,1,2,1,-1,1,2,0
6.3452E+17,0,1,1,0,2,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2
6.34521E+17,1,1,1,1,1,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.34522E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34522E+17,-2,1,1,0,1,-1,0,-1,-2,,0,0,0,-1,2,2,2,2,1,2,2,2,2,1,1,1,1,0,0,-1
6.34523E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34526E+17,0,2,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1
6.34526E+17,1,0,0,-2,0,,1,1,1,0,0,0,0,1,1,-1,-1,0,1,-2,-2,-2,-1,1,1,0,0,0,1,1
6.34528E+17,0,-1,-1,0,1,-2,0,0,-2,-2,-2,-2,-2,-1,-2,-2,-2,0,0,-1,-1,0,0,0,1,0,0,0,1,-1
6.34528E+17,1,2,1,0,1,1,2,2,1,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
6.34529E+17,-2,1,1,0,1,-2,1,1,-1,-1,1,1,1,1,2,1,1,1,2,-1,-1,-1,1,1,1,1,-1,1,2,1
6.34529E+17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6.34529E+17,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
6.34534E+17,1,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
6.34535E+17,2,-2,-1,-2,2,2,2,2,2,-2,-1,-1,-1,2,-1,2,2,-1,-1,0,0,0,2,2,2,2,2,-1,-1,
6.34541E+17,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1
6.34541E+17,-1,0,1,1,0,1,1,1,-1,0,1,1,1,2,2,1,1,1,0,1,1,1,0,1,1,2,2,0,2,2
6.3455E+17,0,0,1,1,-1,1,2,2,-2,-2,-2,-2,-2,1,2,2,2,1,-1,0,0,0,1,1,1,2,1,-2,-1,-1
6.3455E+17,1,1,1,-1,-1,1,1,1,,1,1,1,0,1,1,1,,1,1,1,1,1,1,2,2,1,2,0,0,0
6.3455E+17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6.34551E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34551E+17,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-2
6.34552E+17,-1,1,1,-2,1,1,1,1,1,-1,1,1,1,1,2,1,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1
6.34552E+17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
6.34553E+17,1,1,1,-1,0,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,0,1,1,1
6.34553E+17,1,-1,0,0,0,0,-1,-1,0,-1,0,0,0,-1,1,1,1,0,-1,0,0,0,1,0,-1,-1,-2,1,1,-1
6.34553E+17,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.34554E+17,1,1,2,1,0,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2
6.34554E+17,1,1,1,1,1,1,1,1,1,0,0,0,0,1,,0,1,1,1,1,1,1,1,,0,1,0,1,,0
6.34554E+17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6.34556E+17,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.34556E+17,2,2,2,1,1,1,2,2,2,1,0,0,0,2,2,,2,2,2,1,1,1,1,1,1,2,2,1,2,1
6.34556E+17,2,1,1,0,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,0
6.34557E+17,,1,0,-1,-2,,-1,1,,-1,0,0,0,-1,0,,-1,1,1,-1,-1,-1,0,0,0,-1,1,1,1,0
6.34557E+17,1,1,1,-1,-1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,2,2
6.34557E+17,-1,0,0,0,-2,-1,-2,-1,-2,-2,-2,-2,0,0,0,1,1,0,1,0,1,1,1,0,-2,0,1,1,-2,-2
6.34558E+17,0,0,-1,-1,-2,-1,0,0,-1,-1,-1,0,-1,-1,1,1,0,1,-1,0,0,0,0,1,1,-1,1,0,1,0
6.34558E+17,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
6.34558E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34559E+17,1,1,2,1,1,-1,1,0,0,-2,-2,-2,0,1,2,2,2,2,2,2,1,1,0,1,1,1,1,1,1,1
6.34559E+17,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6.34563E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34564E+17,1,1,1,0,-1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
6.34564E+17,2,2,2,-2,-2,-1,-1,-1,-1,-1,0,0,0,-1,2,2,2,2,0,1,1,1,0,0,1,-1,-1,0,0,-1
6.34564E+17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.34564E+17,1,1,1,,-1,-1,1,1,0,-1,-2,,,0,1,0,0,1,1,1,1,1,1,0,1,-1,1,-1,2,0
6.34564E+17,0,-1,-1,,-2,-2,0,0,0,-1,0,0,0,1,2,1,-2,-2,1,0,0,1,1,-1,-1,1,-1,-1,1,1
6.34564E+17,1,0,0,-2,1,0,1,1,1,-2,-1,0,1,1,2,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1
6.34564E+17,0,1,1,-2,-2,-1,0,0,0,-1,-1,-1,-1,2,2,2,1,1,0,-1,-1,-1,1,2,1,1,-1,-1,-1,0
6.34565E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34565E+17,-2,1,-2,-2,-2,-2,-2,-1,0,0,-2,-2,0,-2,,0,0,0,-2,-2,-2,-2,0,0,2,1,2,0,-1,0
6.34565E+17,2,1,-1,0,1,1,1,1,1,-1,0,0,0,-1,0,1,0,1,0,-2,-2,-2,-2,-1,0,0,1,-1,-1,-2
6.34565E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34565E+17,0,2,2,1,1,1,1,1,0,0,0,0,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1
6.34565E+17,-1,0,0,-2,-2,-1,1,1,-1,-2,-1,-1,1,0,1,1,0,1,1,1,0,0,-1,1,1,1,-1,0,1,-1
6.34566E+17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.34568E+17,-1,1,1,1,1,-1,-2,-2,-2,-2,0,0,0,1,1,0,-1,1,1,0,0,0,0,1,1,0,0,0,1,0
6.34568E+17,1,1,2,0,1,1,1,1,2,0,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,2,-1,1,1,1
6.34568E+17,0,1,1,1,-1,-1,1,0,0,-1,-2,-1,0,0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,0
6.34568E+17,-1,-1,-1,0,-2,-2,1,-1,-1,-2,-1,-1,0,1,2,2,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1
6.3457E+17,-1,-2,-1,-2,0,-1,0,-1,0,-2,-1,-1,0,1,,-1,0,1,0,-1,0,0,0,1,0,0,1,0,1,1
6.3457E+17,2,2,2,2,2,2,1,,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6.34571E+17,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1
6.34571E+17,-2,0,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-1,0,0,0,0,-2,-2,-2,-1,0,0,-2,0,-2,0,-1
6.34571E+17,0,1,1,1,0,0,1,1,1,0,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1
6.34574E+17,-2,0,1,-2,-1,0,-1,-1,-1,-2,-1,0,1,-1,1,1,-1,1,,-1,1,0,1,-1,1,-1,,1,1,-1
6.34575E+17,1,1,1,0,-1,1,1,1,1,-2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
6.34575E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34575E+17,1,1,1,,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
6.34575E+17,0,1,1,1,1,-1,0,-1,0,-1,0,0,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,2,0,-1
6.34575E+17,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
6.34575E+17,1,0,0,-1,-1,-1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,-1,-1,0,0,0,1,1
6.34575E+17,-1,1,1,1,1,-1,-1,0,-1,-2,-1,-1,-1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,-1
6.34576E+17,0,-1,1,-2,1,-1,1,1,0,1,-2,-2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
6.34576E+17,-1,1,-2,0,1,-2,-2,-1,-2,-2,-2,-2,1,-2,2,-2,-1,2,2,-2,-1,-2,1,2,-1,-2,1,-2,-2,-2
6.34576E+17,1,1,2,1,-2,-2,1,1,0,0,0,1,1,0,2,2,1,2,2,1,1,1,1,1,1,-2,1,1,2,-1
6.34576E+17,0,0,0,0,1,-1,0,0,1,1,0,,0,0,,1,1,0,,1,1,1,1,1,,0,1,1,1,1
6.34577E+17,2,2,2,0,-2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
6.34577E+17,1,1,0,0,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,0,2,2
6.34577E+17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.34577E+17,-1,-1,0,-2,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,2,0,0,1,1,0,0,0,-1,-2,-2,-2,-2,-2,1,-2
6.34578E+17,1,1,0,-1,-1,0,-1,1,1,0,1,0,-1,-1,1,1,2,1,-1,1,1,2,1,1,1,0,-1,1,-1,0
6.34578E+17,1,1,1,0,0,1,2,2,1,0,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1
6.34578E+17,1,2,2,0,0,1,1,2,2,1,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
6.3458E+17,0,1,2,1,1,0,0,0,0,-1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,0,-2,-2
6.3458E+17,0,1,1,1,1,0,1,1,-1,0,0,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0
6.3458E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34581E+17,1,2,2,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2,,1,1,1,1
6.34581E+17,0,-1,-2,-2,-1,-2,-2,-1,-1,-2,-2,-2,-2,-2,2,2,-2,1,1,-2,-2,-2,1,-2,1,-2,2,-2,2,-2
6.34581E+17,-1,-1,-1,0,0,-1,0,0,0,-1,-1,-1,0,0,2,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
6.34581E+17,0,0,0,-1,-1,0,1,1,1,-1,0,0,0,1,2,2,1,1,2,1,1,0,1,-1,1,1,-1,-1,1,0
6.34581E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34581E+17,-1,1,1,-2,-1,-1,-1,-1,-2,-2,-1,-1,-1,-1,2,1,1,1,1,0,0,0,-1,2,1,-1,1,0,1,1
6.34581E+17,1,1,-1,-1,-1,-2,-1,-2,1,-2,-2,-2,-2,-1,1,1,-1,1,1,-1,1,-1,1,-2,-1,0,-2,0,-1,-1
6.34581E+17,-1,-2,0,-2,1,-2,-2,-2,0,-2,0,0,0,-2,0,,-2,-1,0,-1,-1,-1,1,1,1,-2,-2,-1,-1,-1
6.34581E+17,0,-1,-1,0,1,0,0,0,1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-1
6.34581E+17,1,1,1,1,-1,-1,1,1,1,1,-1,-1,0,1,1,2,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1
6.34581E+17,-1,1,0,0,1,-2,-2,0,0,0,-2,-2,-1,-2,0,1,-1,2,-2,-2,-2,-2,1,-2,0,-2,-1,1,-2,-1
6.34581E+17,-1,0,1,-2,1,-2,0,0,-1,0,0,0,0,0,2,2,2,2,1,2,2,2,2,0,0,0,0,-2,1,0
6.34582E+17,1,1,0,0,1,1,1,1,1,2,1,1,0,1,2,1,1,1,1,0,0,0,1,1,1,1,1,0,1,2
6.34582E+17,0,-1,-1,0,0,-1,1,-1,1,-1,-1,-1,-1,0,1,-1,0,1,2,-2,-2,-2,-1,0,0,0,1,0,1,0
6.34582E+17,-2,1,1,0,-2,-2,-1,-2,-2,-2,-1,-1,0,0,1,1,1,1,0,1,1,1,1,0,1,-1,-2,-1,2,0
6.34582E+17,1,1,0,-1,-1,-1,1,0,1,-1,,0,0,1,1,1,0,2,1,0,0,0,1,0,0,1,1,-2,1,-2
6.34582E+17,0,1,1,0,0,-1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,2,1
6.34582E+17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.34582E+17,-2,-2,-2,-2,0,-2,-2,-2,-1,-2,-2,-2,-2,-2,0,1,-1,-2,-2,-2,-2,-2,-1,-1,0,-2,-2,-2,-2,-2
6.34582E+17,-1,1,1,1,1,0,0,-1,-1,-1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
6.34582E+17,1,1,1,0,1,1,1,1,-1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,0,0
6.34583E+17,-1,1,1,-1,-1,-1,-1,,0,-2,-2,-2,-2,-1,1,1,1,1,-1,1,1,1,1,1,0,-1,1,-1,-1,-2
6.34583E+17,-2,-1,0,0,1,-1,0,-1,-1,-2,0,0,0,0,2,1,1,1,2,1,1,-1,1,0,0,-1,-1,1,1,-1
6.34583E+17,1,1,1,-1,0,-1,0,0,1,-1,0,0,0,2,2,1,1,1,2,0,0,0,1,1,1,1,1,0,1,1
6.34583E+17,2,2,2,2,2,1,2,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6.34583E+17,-1,0,0,-1,0,-1,0,-1,-1,-2,0,,0,-1,0,1,0,1,0,0,-1,0,0,0,0,-1,1,0,1,0
